id,question,options,correctAnswer,explanation
221,等待空域飞行高度层，从高度600米开始到6000米，每隔多少米为一个高度层？ {{c1::B}},150米||300米||450米,2,《中华人民共和国飞行基本规则》第十四条等待空域的最低高度层，距离地面最高障碍物的真实高度不得小于600 米。8400 米以下，每隔300 米为一个等待高度层；8400 米至8900 米隔500 米为一个等待高度层；8900 米至12500 米，每隔300 米为一个等待高度层；12500 米以上，每隔600 米为一个等待高度层。
222,等待空域的最低高度层，距地面最高障碍物的真实高度不得小于 {{c1::B}},300米||600米||平原地区不小于300米，丘陵山区不小于600米,2,《中华人民共和国飞行基本规则》第十四条：等待空域的最低高度层，距离地面最高障碍物的真实高度不得小于600米。
223,等待空域通常划设在（  ）上空 {{c1::A}},导航台||湖泊||城市,1,《中华人民共和国飞行基本规则》第十四条 等待空域通常划设在导航台上空；飞行活动频繁的机场，可以在机场附近上空划设。
224,正常情况下我国航路划设的宽度是多少公里？ {{c1::A}},20公里||10公里||8公里,1,航路分为国际航路和国内航路。航路的宽度为20公里，其中心线两侧各10公里；航路的某一段受到条件限制的，可以减少宽度，但不得小于8公里。航路还应当确定上限和下限。
225,航路的某一段受到条件限制时，可以减小宽度，但不得小于 {{c1::A}},8公里||10公里||15公里,1,《中华人民共和国飞行基本规则》第十五条：航路的某一段受到条件限制的，可以减少宽度，但不得小于8公里。
226,航线通常分为哪两类 ？ {{c1::B}},定期航线、不定期航线||固定航线、临时航线||直达航线、转飞航线,2,《中华人民共和国飞行基本规则》第十六条规定：航线分为固定航线和临时航线。
227,开通临时航线时，不能通过以下哪些地方？ {{c1::B}},固定航线航路上空||特别繁忙的机场上空范围||城市上空,2,《中华人民共和国飞行基本规则》第十六条规定 ：航线分为固定航线和临时航线。临时航线通常不得与航路、固定航线交叉或者通过飞行频繁的机场上空。
228,正常情况下我国空中走廊划设的宽度是多少公里？ {{c1::B}},20公里||10公里||8公里,2,空中走廊通常划设在机场密集的大、中城市附近地区上空。空中走廊的划设应当明确走向、宽度和飞行高度，并兼顾航空器进离场的便利。空中走廊的宽度通常为10公里，其中心线两侧各5公里。受条件限制的，其宽度不得小于8公里。
229,中华人民共和国境内的飞行管制 {{c1::A}},由中国人民解放军空军统一组织实施，各有关飞行管制部门按照各自的职责分工提供空中交通管制服务||由国务院﹑中央军委空中交通管制委员会统一组织实施，各有关飞行管制部门按照各自的职责分工提供空中交通管制服务||由中国民用航空总局空中交通管理局统一组织实施，各有关飞行管制部门按照各自的职责分工提供空中交通管制服务,1,《中华人民共和国飞行基本规则》第二十八条规定：中华人民共和国境内的飞行管制，由中国人民解放军空军统一组织实施，各有关飞行管制部门按照各自的职责分工提供空中交通管制服务。
230,在中华人民共和国境内，按照飞行管制责任划分为 {{c1::A}},飞行管制区、飞行管制分区、机场飞行管制区||飞行管制区、飞行情报区、机场飞行管制区||航路飞行管制区、空域飞行管制区、机场飞行管制区,1,《中华人民共和国飞行基本规则》第三十条：在中华人民共和国境内，按照飞行管制责任划分为：飞行管制区、飞行管制分区、机场飞行管制区。
231,飞行管制的基本任务是①监督航空器严格按照批准的计划飞行，维护飞行秩序，禁止未经批准的航空器擅自飞行；②禁止未经批准的航空器飞入空中禁区、临时空中禁区或者飞出、飞入国（边）境；③防止航空器与航空器、航空器与地面障碍物相撞；④防止地面对空兵器或者对空装置误射航空器。 {{c1::C}},③④||①②||①②③④,3,"《中华人民共和国飞行基本规则》第二十九条：飞行管制的基本任务是：
（一）监督航空器严格按照批准的计划飞行，维护飞行秩序，禁止未经批准的航空器擅自飞行；
（二）禁止未经批准的航空器飞入空中禁区、临时空中禁区或者飞出、飞入国（边）境；
（三）防止航空器与航空器、航空器与地面障碍物相撞；
（四）防止地面对空兵器或者对空装置误射航空器。"
232,航路、航线地带和民用机场区域设置 {{c1::C}},高空管制区、中低空管制区、机场塔台管制区||航路管制区、终端（进近）管制区、机场塔台管制区||高空管制区、中低空管制区、终端（进近）管制区、机场塔台管制区,3,《中华人民共和国飞行基本规则》第三十条：航路、航线地带和民用机场区域设置高空管制区、中低空管制区、终端（进近）管制区、机场塔台管制区。
233,事先没有提出飞行申请是否可以飞行？ {{c1::B}},可以，飞行任务结束后24小时内需补交申请||不可以||可以，但是必须经过中国人民解放军空军批准,2,"所有飞行必须预先提出申请，经批准后方可实施。
获准飞出或者飞入中华人民共和国领空的航空器，实施飞出或者飞入中华人民共和国领空的飞行和各飞行管制区间的飞行，必须经中国人民解放军空军批准；飞行管制区内飞行管制分区间的飞行，经负责该管制区飞行管制的部门批准；飞行管制分区内的飞行，经负责该分区飞行管制的部门批准。"
234,获准飞出或者飞入中华人民共和国领空的航空器，实施飞出或者飞入中华人民共和国领空的飞行和各飞行管制区间的飞行： {{c1::C}},必须经由国务院、中央军委空中交通管制委员会批准||必须经相关管制单位批准||必须经中国人民解放军空军批准,3,依据《中华人民共和国飞行基本规则》规定，所有飞行必须预先提出申请，经批准后方可实施。获准飞出或者飞入中华人民共和国领空的航空器，实施飞出或者飞入中华人民共和国领空的飞行和各飞行管制区间的飞行，必须经中国人民解放军空军批准；飞行管制区内飞行管制分区间的飞行，经负责该管制区飞行管制的部门批准；飞行管制分区内的飞行，经负责该分区飞行管制的部门批准。
235,转场航空器超过预定起飞时间一小时仍未起飞需要再次起飞是否需要再次申请？ {{c1::C}},不需要||需要||已经申请延期，则不需要再次申请,3,"转场航空器的起飞，机场区域内、外飞行的开始和结束，均应当遵守预定的时间；需要提前或者推迟起飞时间的，应当经上一级飞行管制部门的许可。
转场航空器超过预定起飞时间一小时仍未起飞，又未申请延期的，其原飞行申请失效。"
236,转场航空器超过预定起飞时间（  ）仍未起飞，又未申请延期的，其原飞行申请失效 {{c1::B}},半小时||一小时||两小时,2,《中华人民共和国飞行基本规则》第三十八条：转场航空器超过预定起飞时间一小时仍未起飞，又未申请延期的，其原飞行申请失效。
237,通用航空飞行活动申请内容包括哪些 ？ {{c1::B}},任务性质、航空器型别、装载情况、飞行范围、起止时间、飞行高度和飞行条件||任务性质、航空器型别、飞行范围、起止时间、飞行高度和飞行条件||任务性质、航空器型别、装载情况、起止时间、飞行高度和飞行条件,2,组织与实施通用航空飞行活动，必须按照有关规定履行报批手续，并向当地飞行管制部门提出飞行申请。飞行申请的内容包括：任务性质、航空器型别、飞行范围、起止时间、飞行高度和飞行条件等。各航空单位应当按照批准的飞行计划组织实施。
